manufacturer,antennaModel,standardModel,diameter_ft,diameter_m,gain_dBi,notes
GABRIEL,DRFB6-64BSE,DRFB664BSE,6,1.83,40.1,Comsearch's Frequency Coordination Database
GABRIEL,DRfB6-64BSE,DRFB664BSE,6,1.83,40.1,Comsearch's Frequency Coordination Database
RADIO WAVES INC,DRFB6-64-BSE,DRFB664BSE,6,1.83,40.1,https://red.uao.edu.co/bitstream/handle/10614/6230/T04236.pdf?sequence=1&isAllowed=y
GABRIEL,DRFB6-64CSE,DRFB664CSE,6,1.83,40.1,Comsearch's Frequency Coordination Database
GABRIEL,DRFB6-6A,DRFB66A,6,1.83,39.8,Typo should be DRFB664A. Using that gain. 
GABRIEL,DRFB6-6BSE,DRFB66BSE,6,1.83,40.1,Typo should be DRFB664BSE. Using that gain. 
GABRIEL,DRFB6P-59,DRFB6P59,6,1.83,38.5,Comsearch's Frequency Coordination Database
GABRIEL,DRFB6W-5971SE,DRFB6W5971SE,6,1.83,39.6,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-5968SE,DRFB85968SE,8,2.44,41.4,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-59ASE,DRFB859ASE,8,2.44,41,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-59BSE,DRFB859BSE,8,2.44,41.3,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-59CSE,DRFB859CSE,8,2.44,41.3,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-64,DRFB864,8,2.44,42,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-64A,DRFB864A,8,2.44,42.3,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-64 ASE,DRFB864ASE,8,2.44,42.3,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-64ASE,DRFB864ASE,8,2.44,42.3,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-64BSE,DRFB864BSE,8,2.44,42.3,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8 64CSE,DRFB864CSE,8,2.44,42.1,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-64CSE,DRFB864CSE,8,2.44,42.1,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8P-59,DRFB8P59,8,2.44,41,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8-W-5971-P-RK,DRFB8W5971PRK,8,2.44,40.1,Comsearch's Frequency Coordination Database
GABRIEL,DRFB8W-5971SE,DRFB8W5971SE,8,2.44,40.1,Comsearch's Frequency Coordination Database
Commscope/Andrew,HDH1065,HDH1065,10,3.05,43.9,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDH10-65,HDH1065,10,3.05,43.9,https://www.datasheets360.com/pdf/-476679127502020136
COMMSCOPE,HDH10-65 MAIN,HDH1065MAIN,10,3.05,43.9,https://www.datasheets360.com/pdf/-476679127502020136
Commscope/Andrew,HDH665,HDH665,6,1.83,39.7,https://www.datasheets360.com/pdf/-476679127502020136
Commscope/Andrew,HDH865,HDH865,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDH8-65,HDH865,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDH8-65 MAIN,HDH865MAIN,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
COMMSCOPE,HDH8-65 MAIN,HDH865MAIN,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
COMMSCOPE,HDH8-65 Main,HDH865MAIN,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
RADIO WAVES,HDP6-59,HDP659,6,1.83,38.7,Typo should be HPD659. Using that gain.
COMMSCOPE,HDV665,HDV665,6,1.83,39.7,https://www.datasheets360.com/pdf/-476679127502020136
Commscope/Andrew,HDV665,HDV665,6,1.83,39.7,https://www.datasheets360.com/pdf/-476679127502020136
COMMSCOPE,HDV6-65,HDV665,6,1.83,39.7,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDV6-65 MAIN,HDV665MAIN,6,1.83,39.7,https://www.datasheets360.com/pdf/-476679127502020136
COMMSCOPE,HDV865,HDV865,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
Commscope/Andrew,HDV865,HDV865,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDV8-65,HDV865,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDV8-65 DIV,HDV865DIV,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDV8-65 MAIN,HDV865MAIN,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
COMMSCOPE,HDV8-65 MAIN,HDV865MAIN,8,2.44,42.4,https://www.datasheets360.com/pdf/-476679127502020136
ANDREW,HDX10-59A L MAIN,HDX1059ALMAIN,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HDX10-59A L MAIN,HDX1059ALMAIN,10,3.05,43.9,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX10-59A MAIN LF,HDX1059AMAINLF,10,3.05,43.2,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX10-59A R MAIN,HDX1059ARMAIN,10,3.05,43.2,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX10-59A R MAIN,HDX1059ARMAIN,10,3.05,43.2,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX10-59 MAIN RF,HDX1059MAINRF,10,3.05,43.2,https://www.datasheets360.com/pdf/-7751896179374140443
ANDREW,HDX10-59 R DIV,HDX1059RDIV,10,3.05,43.2,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HDX10-59 RF MAINRF,HDX1059RFMAINRF,10,3.05,43.2,https://www.datasheets360.com/pdf/-7751896179374140443
ANDREW,HDX12-59 RF MAIN,HDX1259RFMAIN,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HDX8-59,HDX859,8,2.44,41.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HDX8-59 L,HDX859L,8,2.44,41.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HDX8-59 L MAIN,HDX859LMAIN,8,2.44,41.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HDX8-59 L MAIN,HDX859LMAIN,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
ANDREW,HDX8-59L MAIN,HDX859LMAIN,8,2.44,41.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HDX8-59 MAIN LF,HDX859MAINLF,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX8-59 MAIN RF,HDX859MAINRF,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX8-59MAIN RF,HDX859MAINRF,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX8-59 RF,HDX859RF,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX8-59 RF MAIN,HDX859RFMAIN,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
ANDREW,HDX8-59 R MAIN,HDX859RMAIN,8,2.44,41.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HDX8-59 R MAIN,HDX859RMAIN,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
Radio Frequency Systems,HDX8-59R MAIN,HDX859RMAIN,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HDX8-59 R MAIN RF,HDX859RMAINRF,8,2.44,41.5,https://www.datasheets360.com/pdf/-7751896179374140443
RADIO WAVES,HO6-59,HO659,6,1.83,39,Typo should be HP659. Using that gain.
ANDREW,HP10 59,HP1059,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59,HP1059,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP10-59,HP1059,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59D,HP1059D,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP10-59D,HP1059D,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59E,HP1059E,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP10-59E,HP1059E,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59F,HP1059F,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP10-59F,HP1059F,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59G,HP1059G,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP10-59G,HP1059G,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP-10-59G,HP1059G,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59-P1A,HP1059P1A,10,3.05,42.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59W,HP1059W,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP10-59W,HP1059W,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP1059WB,HP1059WB,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP1059WB,HP1059WB,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-59WB,HP1059WB,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP10-59WB,HP1059WB,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP10-611E,HP10611E,10,3.05,43,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2F44d80f59%2Fandrew.com%2FHP8-186.pdf
COMMSCOPE,HP10-611E,HP10611E,10,3.05,43,https://www.launch3telecom.com/commscopeandrew/hp10611p1a.html
ANDREW,Hp10-611E,HP10611E,10,3.05,43,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2F44d80f59%2Fandrew.com%2FHP8-186.pdf
ANDREW,HP10-65,HP1065,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,HP10-65,HP1065,10,3.05,43.9,https://www.launch3telecom.com/commscopeandrew/hp1065.html
ANDREW,HP10-65D,HP1065D,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
<COMMCAST>,<HP10-65E>,HP1065E,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP10 65E,HP1065E,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP10-65 E,HP1065E,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP10-65E,HP1065E,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,HP10-65E,HP1065E,10,3.05,43.9,https://www.launch3telecom.com/commscopeandrew/hp1065.html
COMMSCOPE,hp10-65e,HP1065E,10,3.05,43.9,https://www.launch3telecom.com/commscopeandrew/hp1065.html
ANDREW,HP10 65E P1A,HP1065EP1A,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP10-65E-P1A,HP1065EP1A,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,HP 10-65G,HP1065G,10,3.05,43.9,Comsearch's Frequency Coordination Database
ANDREW,HP10-65G,HP1065G,10,3.05,43.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,HP10-65G,HP1065G,10,3.05,43.9,https://www.launch3telecom.com/commscopeandrew/hp1065.html
COMMSCOPE,HP10A-59,HP10A59,10,3.05,43.2,Comsearch's Frequency Coordination Database
ANDREW,HP12-59,HP1259,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP12-59,HP1259,12,3.66,45,https://objects.eanixter.com/PD353926.PDF
COMMSCOPE,HP12-59D,HP1259D,12,3.66,45,https://objects.eanixter.com/PD353926.PDF
ANDREW,HP12-59E,HP1259E,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP12-59F,HP1259F,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP12-59F,HP1259F,12,3.66,45,https://objects.eanixter.com/PD353926.PDF
ANDREW,hp12-59f,HP1259F,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP-12-59F,HP1259F,12,3.66,45,https://www.datasheets360.com/pdf/-7751896179374140443
COMMSCOPE,HP12-59W,HP1259W,12,3.66,45,https://objects.eanixter.com/PD353926.PDF
COMMSCOPE,HP12-59WB,HP1259WB,12,3.66,45,https://objects.eanixter.com/PD353926.PDF
ANDREW,HP12-65,HP1265,12,3.66,45.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
Commscope,HP12-65D,HP1265D,12,3.66,45.6,https://objects.eanixter.com/PD353931.PDF
ANDREW,HP12-65E,HP1265E,12,3.66,45.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,HP12-65E,HP1265E,12,3.66,45.6,https://objects.eanixter.com/PD353931.PDF
COMMSCOPE,HP1265G,HP1265G,12,3.66,45.6,https://objects.eanixter.com/PD353931.PDF
ANDREW,HP12-65G,HP1265G,12,3.66,45.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,HP12-65G,HP1265G,12,3.66,45.6,https://objects.eanixter.com/PD353931.PDF
ANDREW,HP15-59D,HP1559D,15,4.57,46.4,https://www.datasheet.directory/pdfviewer?url=https%3A%2F%2Fdatasheet.iiic.cc%2Fdatasheets-1%2Fandrew%2FHP15-59.pdf
COMMSCOPE,HP15-59D,HP1559D,15,4.57,46.4,https://objects.eanixter.com/PD400300.PDF
RADIO WAVES,HP3-6,HP36,3,0.91,33.3,https://www.radiowaves.com/getmedia/70a14957-da0c-43d1-9642-f4def2654c20/HP3-6.aspx
RADIO WAVES,HP3-6.4,HP364,3,0.91,33.4,https://www.radiowaves.com/en/product/hp3-6-4
ANDREW,HP4-2201,HP42201,4,1.22,,Model does not belong in this band.
ANDREW,HP4-220A,HP4220A,4,1.22,,Model does not belong in this band.
RADIO WAVES,HP4-5.9,HP459,4,1.22,35,https://www.radiowaves.com/getmedia/b38e1116-15bd-44fb-abb0-d78f501eab49/HP4-5.9.aspx
RADIO WAVES,HP4-59,HP459,4,1.22,35,https://www.radiowaves.com/getmedia/b38e1116-15bd-44fb-abb0-d78f501eab49/HP4-5.9.aspx
RADIO WAVES,hp4-59,HP459,4,1.22,35,https://www.radiowaves.com/getmedia/b38e1116-15bd-44fb-abb0-d78f501eab49/HP4-5.9.aspx
"RADIO WAVES, INC",HP4-59 (V-POL ONLY),HP459VPOLONLY,4,1.22,35,https://www.radiowaves.com/getmedia/b38e1116-15bd-44fb-abb0-d78f501eab49/HP4-5.9.aspx
COMMSCOPE,HP4-6,HP46,4,1.22,36.5,https://www.radiowaves.com/getmedia/422b3335-8b4c-4b58-bed7-a7f94772045e/HP4-6.aspx
RADIO WAVES,HP4-6,HP46,4,1.22,36.5,https://www.radiowaves.com/getmedia/422b3335-8b4c-4b58-bed7-a7f94772045e/HP4-6.aspx
RADIO WAVES,HP4-6.4,HP464,4,1.22,35.9,https://www.radiowaves.com/en/product/hp4-6-4
RADIO WAVES,HP4-64,HP464,4,1.22,35.9,https://www.radiowaves.com/getmedia/adaab50d-559f-4684-8e3d-5a75816185d8/HP4-6.4.aspx
COMMSCOPE,HP4-65B,HP465B,4,1.22,36,https://objects.eanixter.com/PD354008.PDF
COMMSCOPE,HP4-65C,HP465C,4,1.22,36,https://objects.eanixter.com/PD354008.PDF
Mark Antenna,HP-60144W,HP60144W,12,3.66,45.1,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
Mark Antenna Products,HP-60A120D LF,HP60A120DLF,10,3.05,43.4,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
Mark Antennas,HP-60A120L,HP60A120L,10,3.05,43.4,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
Mark Antenna,HP-60A120L LF,HP60A120LLF,10,3.05,43.2,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNA,HP-60A144D LF,HP60A144DLF,12,3.66,45,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNA,HP-60A72,HP60A72,6,1.83,38.9,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
Mark Antenna,HP-60A72 LF,HP60A72LF,6,1.83,38.9,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
Mark Antenna,HP-60A72-LF,HP60A72LF,6,1.83,38.9,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNA PRODUCTS,HP-60A96,HP60A96,8,2.44,41.6,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNAS,HP-60A96D,HP60A96D,8,2.44,41.6,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNA,HP-60A96D RF,HP60A96DRF,8,2.44,41.6,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNAS,HP-60A96D* RF,HP60A96DRF,8,2.44,41.6,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNA PROD,HP-60A96 (LF),HP60A96LF,8,2.44,41.6,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK,HP-60A96 LF,HP60A96LF,8,2.44,41.6,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
MARK ANTENNA,HP-60A96 RF,HP60A96RF,8,2.44,41.6,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
ANDREW,HP6-107G,HP6107G,,,,Model does not belong in this band.
Commscope/Andrew,HP657W,HP657W,6,1.83,38.5,https://objects.eanixter.com/PD354043.PDF
ANDREW,HP6-57W,HP657W,6,1.83,38.5,Comsearch's Frequency Coordination Database
COMMSCOPE,HP6-57W,HP657W,6,1.83,38.5,https://objects.eanixter.com/PD354043.PDF
COMMSCOPE,HP6-57WA,HP657WA,6,1.83,38.5,https://objects.eanixter.com/PD354043.PDF
RADIO WAVES,HP6-5.9,HP659,6,1.83,39,https://www.radiowaves.com/getmedia/fbd5837d-c14d-41ce-8225-bb25edab4af3/HP6-5.9.aspx
"RADIO WAVES, INC",HP659,HP659,6,1.83,39,https://www.radiowaves.com/getmedia/fbd5837d-c14d-41ce-8225-bb25edab4af3/HP6-5.9.aspx
ANDREW,HP6-59,HP659,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php Using Radio Waves gain because it's higher for this standardModel
COMMSCOPE,HP6-59,HP659,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php Using Radio Waves gain because it's higher for this standardModel
RADIO WAVES,HP6-59,HP659,6,1.83,39,https://www.radiowaves.com/getmedia/fbd5837d-c14d-41ce-8225-bb25edab4af3/HP6-5.9.aspx
RFS,HP6-59,HP659,6,1.83,39,https://www.radiowaves.com/getmedia/fbd5837d-c14d-41ce-8225-bb25edab4af3/HP6-5.9.aspx
RADIO WAVES,Hp6-59,HP659,6,1.83,39,https://www.radiowaves.com/getmedia/fbd5837d-c14d-41ce-8225-bb25edab4af3/HP6-5.9.aspx
COMMSCOPE,HP6-59B,HP659B,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59D,HP659D,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59E,HP659E,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6 - 59F,HP659F,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP6-59F,HP659F,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59F,HP659F,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59G,HP659G,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59G,HP659G,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6 59H,HP659H,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP6-59H,HP659H,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59H,HP659H,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW CORP,HP6-59H RF,HP659HRF,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6 59J,HP659J,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP6-59J,HP659J,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59J,HP659J,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,hp6-59j,HP659J,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59K,HP659K,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59K,HP659K,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59k,HP659K,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6--59K,HP659K,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59 P1A,HP659P1A,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59-P1A,HP659P1A,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59-P3A/K,HP659P3AK,6,1.83,38.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59W,HP659W,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59W,HP659W,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59WA,HP659WA,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59WA,HP659WA,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59 WB,HP659WB,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59WB,HP659WB,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59WB,HP659WB,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,HP6-59WC,HP659WC,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,HP6-59WC,HP659WC,6,1.83,39,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
Mark Antenna,HP-65A96 RF,HP65A96RF,8,2.44,42.4,https://www.datasheetarchive.com/pdf/download.php?id=30859147c46d7b83326b2d8bd5ddfa66595fab&type=O&term=PT-65A96
RADIO WAVES,HP6-6,HP66,6,1.83,39.3,https://www.radiowaves.com/getmedia/ede15878-f905-48f9-b209-87ad2a770b9e/HP6-6.aspx
RADIO WAVES,hp6-6,HP66,6,1.83,39.3,https://www.radiowaves.com/getmedia/ede15878-f905-48f9-b209-87ad2a770b9e/HP6-6.aspx
RADIO WAVES,HP6-64,HP664,6,1.83,39.1,https://www.radiowaves.com/getmedia/54bd53db-9fc3-47dc-a6f9-cd44b76c670c/HP6-6.4.aspx
ANDREW,HP6 65,HP665,6,1.83,39.8,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP6-65,HP665,6,1.83,39.8,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,HP6-65,HP665,6,1.83,39.8,https://objects.eanixter.com/PD354057.PDF
RADIO WAVES,HP6-65,HP665,6,1.83,39.8,Comsearch's Frequency Coordination Database
COMMSCOPE,HP6-65D,HP665D,6,1.83,39.8,https://objects.eanixter.com/PD354057.PDF
ANDREW,HP6 65E,HP665E,6,1.83,39.8,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,HP6-65E,HP665E,6,1.83,39.8,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
